model,lead_hours,layer_hpa,component,control_control,control_optimal,optimal_control,optimal_optimal,field_at_control_center,position_in_optimal_field,position_in_control_field,field_at_optimal_center,field_symmetric,position_symmetric,total,interaction
tianxing,12,850–500,u,-2.92557873179216,-2.943262036946445,-2.978963545324092,-2.9981024436363635,-0.05338481353193192,-0.019138898312271557,-0.017683305154284845,-0.05484040668991863,-0.054112610110925274,-0.0184111017332782,-0.07252371184420348,-0.001455593157986712
tianxing,12,850–500,v,0.864519363402671,0.8569409767312562,1.0118547560272864,1.0008745923438203,0.14733539262461537,-0.010980163683466104,-0.00757838667141475,0.14393361561256401,0.1456345041185897,-0.009279275177440427,0.13635522894114926,-0.0034017770120513546
tianxing,18,850–700,u,-3.149847203074553,-3.0776348181589896,-3.063933858969896,-2.9978872906091243,0.0859133441046569,0.06604656836077183,0.07221238491556337,0.07974752754986536,0.08283043582726113,0.0691294766381676,0.15195991246542873,-0.006165816554791537
tianxing,18,850–700,v,2.4307621561263275,2.487846831313421,2.53998636141926,2.584600026744927,0.10922420529293264,0.04461366532566702,0.05708467518709348,0.09675319543150618,0.10298870036221941,0.05084917025638025,0.15383787061859966,-0.012471009861426463
tianxing,18,850–500,u,-3.1259074900934465,-3.0124455627362123,-3.0995286615844337,-2.9950950758594166,0.02637882850901274,0.10443358572501715,0.11346192735723415,0.017350486876795745,0.021864657692904244,0.10894775654112565,0.1308124142340299,-0.009028341632216996
tianxing,18,850–500,v,1.6474639393961872,1.7028119676499314,1.7205380873022995,1.7695525222671598,0.07307414790611233,0.04901443496486024,0.055348028253744186,0.06674055461722839,0.06990735126167036,0.052181231609302214,0.12208858287097257,-0.006333593288883943
tianxing,24,850–700,u,-3.0357260052246993,-3.067839452589002,-2.85148896041047,-2.882230637061652,0.1842370448142292,-0.030741676651182104,-0.03211344736430277,0.18560881552734987,0.18492293017078953,-0.03142756200774244,0.1534953681630471,0.001371770713120668
tianxing,24,850–700,v,1.66941628586483,1.7865353033673617,1.639102370148755,1.7367533235526058,-0.030313915716075,0.09765095340385077,0.11711901750253162,-0.04978197981475585,-0.040047947765415426,0.1073849854531912,0.06733703768777577,-0.01946806409868085
tianxing,24,850–500,u,-3.3615365714407592,-3.340697628122125,-3.2139043372208755,-3.1926879332002374,0.1476322342198837,0.02121640402063818,0.02083894331863423,0.14800969492188765,0.14782096457088567,0.021027673669636204,0.16884863824052188,0.0003774607020039511
tianxing,24,850–500,v,1.1009468004185254,1.189261823413887,1.0486537018521371,1.1254110392973347,-0.05229309856638831,0.07675733744519753,0.08831502299536154,-0.06385078411655232,-0.05807194134147031,0.08253618022027953,0.02446423887880922,-0.01155768555016401
tianxing,30,850–700,u,-2.397723000464408,-2.467577617916155,-2.1153339826171838,-2.1618943101896666,0.28238901784722437,-0.04656032757248285,-0.06985461745174693,0.30568330772648844,0.2940361627868564,-0.05820747251211489,0.23582869027474151,0.023294289879264074
tianxing,30,850–700,v,1.1320802831803896,1.232781227763328,1.037993318702087,1.1350296925845407,-0.09408696447830245,0.09703637388245356,0.10070094458293855,-0.09775153517878743,-0.09591924982854494,0.09886865923269605,0.0029494094041511154,-0.0036645707004849815
tianxing,30,850–500,u,-2.8592175147229693,-2.945855194251477,-2.604067375469671,-2.671694309199438,0.2551501392532982,-0.06762693372976702,-0.08663767952850776,0.27416088505203895,0.2646555121526686,-0.07713230662913739,0.1875232055235312,0.019010745798740736
tianxing,30,850–500,v,0.9214097532099202,0.966884476035327,0.7767037436454293,0.8228776648111056,-0.14470600956449098,0.04617392116567631,0.045474722825406766,-0.14400681122422143,-0.1443564103943562,0.04582432199554154,-0.09853208839881467,0.0006991983402695467
tianxing,36,850–700,u,-3.9909676000808414,-4.006406181876518,-3.5814701897096928,-3.571181325053087,0.4094974103711486,0.010288864656605945,-0.015438581795677031,0.4352248568234316,0.4223611335972901,-0.002574858569535543,0.41978627502775456,0.025727446452282976
